title,NER,link
"""Marie'S Walnut Cookies""","""brown sugar,butter,walnuts,vanilla,eggs,flour,salt,baking soda""","""www.cookbooks.com/Recipe-Details.aspx?id=1037535"""
"""Soapy Finger Paint""","""soap flakes,water,food coloring""","""www.cookbooks.com/Recipe-Details.aspx?id=920651"""
"""French Market Soup""","""mixed dried beans,ham,onions,green peppers,stalks celery,tomatoes,garlic,parsley,bay leaf,seasoning""","""www.cookbooks.com/Recipe-Details.aspx?id=555927"""
"""Easy Blueberry Cobbler""","""fresh blueberries,lemon juice,flour,sugar,egg,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=42371"""
"""Stephanie'S Sticky Bites""","""regular oats,milk,crisp rice cereal,chocolate,+,peanut butter,confectioners sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=77501"""
"""Pink And Gold Salad""","""milk,pineapple,oranges,cherry pie filling,Angel""","""www.cookbooks.com/Recipe-Details.aspx?id=775993"""
"""French Toast Pockets""","""bread,cream cheese,sugar,vanilla,pecans,eggs,milk,cornflakes,nutmeg,shredded coconut""","""www.cookbooks.com/Recipe-Details.aspx?id=57156"""
"""Deer Jerky""","""soy sauce,Worcestershire sauce,ketchup,onion salt,garlic powder,salt,black pepper,ground cayenne red pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=806292"""
"""Marinated London Broil Or Flank Steak""","""flank steak,Italian dressing,Au Jus,mushrooms,water,pepper,garlic,Worcestershire sauce""","""www.cookbooks.com/Recipe-Details.aspx?id=775220"""
"""Biscuit Topped Italian Casserole""","""ground meat,water,tomato sauce,frozen mixed vegetables,butter,onion,pepper,tomato paste,Mozzarella cheese,buttermilk,oregano""","""www.cookbooks.com/Recipe-Details.aspx?id=84351"""
"""Lashlee'S Chili""","""ground meat,water,lard,powdered garlic,chili powder,carman seed,cracker crumbs,tomato sauce,red kidney beans""","""www.cookbooks.com/Recipe-Details.aspx?id=958966"""
"""7-Up Cake Layers""","""vanilla pudding,Wesson oil,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=608380"""
"""Zucchini Casserole""","""zucchini,onion,carrots,oleo,sour cream,cream of celery soup,Salad Crispins""","""www.cookbooks.com/Recipe-Details.aspx?id=612069"""
"""Cheese Bread(Loaf)""","""flour,white sugar,egg,Cheddar cheese,oil,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=845598"""
"""Buttermilk Biscuits""","""flour,salt,baking powder,sugar,soda,shortening,buttermilk""","""www.cookbooks.com/Recipe-Details.aspx?id=695705"""
"""Hot Beef Dip""","""sour cream,cream cheese,green pepper,onion,Worcestershire sauce,beef,walnuts""","""www.cookbooks.com/Recipe-Details.aspx?id=181406"""
"""Creamy Avocado Dip""","""avocado,yogurt,onion,salt,white pepper,carrot""","""www.cookbooks.com/Recipe-Details.aspx?id=419816"""
"""Mom'S Apple Pie""","""butter,water,shortening,apples,sugar,flour,milk,cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=729588"""
"""Barbecue Limas""","""lima beans,bacon,onions,celery,King syrup,catsup,mustard,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=413969"""
"""Chicken Schnitzel""","""chicken breasts,Parmesan cheese,eggs,bread crumbs,vegetable oil,lemon,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=701223"""
"""Pork Chops Supreme""","""pork chops,salt,onion,brown sugar,catsup""","""www.cookbooks.com/Recipe-Details.aspx?id=955503"""
"""Sugar-Free Lemon Pie""","""sugar,milk,Crystal,graham cracker crusts""","""www.cookbooks.com/Recipe-Details.aspx?id=621560"""
"""Hot Rolls""","""yeast,water,sugar,eggs,nonfat dry milk,flour,salt,shortening""","""www.cookbooks.com/Recipe-Details.aspx?id=752904"""
"""Alabama Chocolate-Pecan Jumbo Christmas Fudge Pie""","""chocolate wafer crumbs,butter,butter,brown sugar,eggs,semi-sweet chocolate morsels,coffee granules,vanilla extract,all-purpose,pecans,cream,chocolate syrup,maraschino cherries""","""www.cookbooks.com/Recipe-Details.aspx?id=500810"""
"""Seafood Coquilles""","""shrimp,mushrooms,condensed cream,chives,Parmesan cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=175293"""
"""Irish Soda Bread""","""oatmeal,rye flour,flour,baking soda,salt,buttermilk""","""www.cookbooks.com/Recipe-Details.aspx?id=385971"""
"""Nut Bread""","""flour,baking powder,sugar,salt,egg,milk,vanilla,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=403398"""
"""Healthy Muffins""","""box Mueselix,sugar,flour,soda,salt,eggs,buttermilk,oil""","""www.cookbooks.com/Recipe-Details.aspx?id=434060"""
"""Sugar Cookies""","""flour,cream of tartar,shortening,eggs,soda,salt,sugar,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=216098"""
"""Mini Reubens""","""cocktail rye bread,corned beef,sauerkraut,Swiss cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=1049471"""
"""Smothered Cabbage""","""cabbage,onions,garlic,bacon,seasoning ham,salt,white pepper,red pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=617962"""
"""Christina'S Mexican Dip""","""avocados,lemon juice,green onions,sour cream,taco sauce,shredded cheese,taco chips,bean dip,green onions,sour cream,Ro-Tel,cheese,Cheddar cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=901608"""
"""Crisp Oatmeal Cookies""","""shortening,brown sugar,white sugar,oatmeal,nuts,eggs,vanilla,flour,salt,soda""","""www.cookbooks.com/Recipe-Details.aspx?id=882531"""
"""Fried Okra""","""okra,meal,salt,shortening""","""www.cookbooks.com/Recipe-Details.aspx?id=324081"""
"""Angel Salad""","""lemon jello,boiling water,Carnation milk,pineapple,cottage cheese,mayonnaise""","""www.cookbooks.com/Recipe-Details.aspx?id=867302"""
"""Spicy Glazed Pecans""","""sugar,water,salt,cayenne pepper,pecan halves""","""www.cookbooks.com/Recipe-Details.aspx?id=1019582"""
"""Disappearing Marshmallow Brownies""","""butterscotch bits,butter,flour,brown sugar,baking powder,salt,vanilla,egg,marshmallows,semi-sweet chocolate bits,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=956758"""
"""Tomato French Dressing""","""salad oil,vinegar,sugar,tomato soup,paprika,Worcestershire sauce,onion,mustard,pepper,salt,garlic""","""www.cookbooks.com/Recipe-Details.aspx?id=286544"""
"""Carl'S Chicken Delights""","""chicken tenders,green peppers,red peppers,onion,butter,bottles,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=372503"""
"""Banana Nut Bread""","""shortening,sugar,eggs,flour,baking powder,soda,salt,mashed ripe banana,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=508646"""
"""Chocolate Oatmeal Cake""","""Chocolate cake,carnation,caramel syrup,cool whip,chocolate syrup""","""www.cookbooks.com/Recipe-Details.aspx?id=92249"""
"""Kentucky Chocolate Chip Pie""","""crust,eggs,sugar,mayonnaise,bourbon,cornstarch,pecans,chocolate chips""","""www.cookbooks.com/Recipe-Details.aspx?id=186965"""
"""Fruit Punch Bars""","""fruit cocktail,eggs,sugar,flour,baking soda,salt,vanilla,cocoa,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=320149"""
"""Glorified Pork Chops""","""vegetable oil,pork chops,onion,cream of mushroom soup,water""","""www.cookbooks.com/Recipe-Details.aspx?id=38945"""
"""2 Minute Fudge""","""confectioners sugar,cocoa,salt,nuts,butter,milk,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=1062088"""
"""Sherbet Punch""","""strawberry,sugar,pineapple juice,Sprite""","""www.cookbooks.com/Recipe-Details.aspx?id=917847"""
"""4-Layer Delight""","""flour,pecans,margarine,cream cheese,confectioners sugar,instant chocolate pudding,milk,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=299084"""
"""Poppy Seed Cookies""","""butter,sugar,salt,vanilla,egg yolks,flour,poppy seed,Kisses""","""www.cookbooks.com/Recipe-Details.aspx?id=317400"""
"""Buckeyes""","""Rice Krispies,powdered sugar,butter,extra crunchy peanut butter,chocolate wafers""","""www.cookbooks.com/Recipe-Details.aspx?id=861284"""
"""Hershey Bar Pie""","""graham cracker pie shell,almonds,marshmallows,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=258385"""
"""Spaghetti With Red Clam Sauce""","""garlic,clams,olive oil,salt,oregano,parsley,tomatoes,tomato sauce,Parmesan cheese,red pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=488991"""
"""Blueberry Buckle""","""sugar,shortening,eggs,milk,flour,baking powder,salt,blueberries""","""www.cookbooks.com/Recipe-Details.aspx?id=499678"""
"""Super Coleslaw""","""cabbage,onion,bell pepper,sugar,vinegar,salad oil,salt,dry mustard,celery""","""www.cookbooks.com/Recipe-Details.aspx?id=841408"""
"""Lukshen Kugel(Noodle Pudding)""","""egg noodles,butter,cottage cheese,raisins,cottage cheese,egg yolks,sugar,vanilla,egg whites,cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=877870"""
"""Tomato-Shrimp Aspic""","""tomato juice,unflavored gelatin,lemon juice,salt,pepper,tobacco,Worcestershire sauce,celery,onion,shrimp""","""www.cookbooks.com/Recipe-Details.aspx?id=18945"""
"""Broccoli Coney Island""","""fresh broccoli,sour cream,clove garlic,mushroom soup mix,Worcestershire sauce,lemon slices""","""www.cookbooks.com/Recipe-Details.aspx?id=678152"""
"""Soft Rolls""","""water,yeast,margarine,sugar,salt,egg,milk,flour,vegetable oil""","""www.cookbooks.com/Recipe-Details.aspx?id=814199"""
"""Old Fashion Rhubarb Crisp""","""sugar,ground cinnamon,brown sugar,baking powder,butter,all-purpose flour,rhubarb,baking soda""","""www.cookbooks.com/Recipe-Details.aspx?id=1083011"""
"""Pear Cobbler""","""pears,Equal,nutmeg,cornstarch,water,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=558735"""
"""Easy Salmon Cakes""","""red pepper,green onion,mayonnaise,lemon juice,salt,cayenne,egg,Chicken,bread crumbs,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=98217"""
"""Chicken Parmesan""","""chickens,bread crumbs,Parmesan cheese,salt,fresh parsley,butter,clove garlic,mustard,Worcestershire sauce""","""www.cookbooks.com/Recipe-Details.aspx?id=8674"""
"""Chicken And Rice Casserole""","""chicken,rice,cream of mushroom soup,bread crumbs,Cheddar cheese,chicken broth""","""www.cookbooks.com/Recipe-Details.aspx?id=1004103"""
"""Texas Sheet Cake""","""margarine,cocoa,water,sugar,salt,eggs,flour,soda,sour cream""","""www.cookbooks.com/Recipe-Details.aspx?id=527590"""
"""Company Coming Pie""","""egg whites,cream of tartar,sugar,vanilla,soda crackers,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=682259"""
"""Chicken With Salsa""","""oil,butter,boneless chicken cutlets,salsa,red wine,Spanish rice""","""www.cookbooks.com/Recipe-Details.aspx?id=947710"""
"""Corn Salad""","""whole kernel corn,onion,green pepper,parsley,cider vinegar,vegetable oil,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=36291"""
"""Delicious Pecan Pie(Very Easy)""","""eggs,light,sugar,margarine,vanilla,pecan halves,shell""","""www.cookbooks.com/Recipe-Details.aspx?id=526249"""
"""Taco Pie""","""crescent roll,ground beef,taco seasoning,tomato sauce,Mozzarella cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=818689"""
"""Taco Soup""","""ground beef,onion,hominy,whole kernel corn,kidney beans,tomatoes,taco seasoning,pinto beans,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=962299"""
"""Wild Rice Supreme""","""wild rice,water,salt,mushrooms,onion,celery,whipping cream,condensed cream""","""www.cookbooks.com/Recipe-Details.aspx?id=492054"""
"""Earthquake Cake""","""pecans,coconut,chocolate cake,cream cheese,powdered sugar,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=191155"""
"""Special Hot Chocolate""","""milk,candy-coated chocolate,molasses,ground ginger,whipped cream""","""www.cookbooks.com/Recipe-Details.aspx?id=47713"""
"""Strawberry Cream Square""","""strawberry jello,frozen strawberries,boiling water,pineapple,bananas,sour cream""","""www.cookbooks.com/Recipe-Details.aspx?id=253504"""
"""Cracker Salad""","""stack crackers,onion,pickles,pimientos,bell pepper,eggs,mayonnaise,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=951286"""
"""Chicken Salad""","""breasts,onions,lemons,spring onions,salt,fresh coconut""","""www.cookbooks.com/Recipe-Details.aspx?id=417154"""
"""Shrimp Wiggle""","""shrimp,onion,tomatoes,heavy cream,rice""","""www.cookbooks.com/Recipe-Details.aspx?id=956616"""
"""Tomato Jam""","""ground green tomatoes,white sugar,raspberry jello""","""www.cookbooks.com/Recipe-Details.aspx?id=432953"""
"""Layered Nacho Dip""","""beans,taco seasoning mix,sour cream,tomatoes,onion,shredded Monterey Jack cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=33973"""
"""Jimmy Dean Breakfast Burrito""","""sausage,onion,potato,eggs,flour tortillas""","""www.cookbooks.com/Recipe-Details.aspx?id=707492"""
"""Spicy Shrimp""","""shrimp,butter,onion,bell pepper,green onion,cream of mushroom soup,cream of celery soup,mushrooms,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=348058"""
"""Ladyfingers""","""butter,sugar,vanilla,nuts,flour,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=74131"""
"""Sherbet Treats""","""lime sherbet,pineapple sherbet""","""www.cookbooks.com/Recipe-Details.aspx?id=634490"""
"""Holy Cake""","""vanilla cake mix,condensed milk,bowl""","""www.cookbooks.com/Recipe-Details.aspx?id=663196"""
"""Raisin Pie(From The Files Of Adness Williams Crutchfield)""","""sugar,raisins,cinnamon,allspice,butter,flour,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=347013"""
"""Shrimp Dip""","""cream cheese,mayonnaise,shrimp,onion,Worcestershire sauce,cayenne pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=240543"""
"""Chocolate Vimino Squares""","""butter,sugar,cocoa,vanilla,egg,nuts,coconut""","""www.cookbooks.com/Recipe-Details.aspx?id=891002"""
"""Cocoa Peanut Logs""","""butter,marshmallows,peanut butter,Cocoa""","""www.cookbooks.com/Recipe-Details.aspx?id=832866"""
"""Halibut Fish Sticks""","""halibut,Parmesan cheese,olive oil,bread crumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=738526"""
"""Pecan Pie""","""butter,sugar,white corn syrup,maple syrup,eggs,vanilla,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=122486"""
"""Enchilada Casserole""","""onion,ground beef,mushroom soup,cream of chicken soup,enchilada sauce,green chilies,milk,Velveeta,corn tortillas,grated cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=910190"""
"""Under The Sea Salad""","""pear halves,lime Jell-O,cream cheese,lemon juice,cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=1002231"""
"""Cream Cheese Bars""","""cream cheese,sugar,vanilla extract,cinnamon,butter,Crescent Rolls""","""www.cookbooks.com/Recipe-Details.aspx?id=151008"""
"""Prune Cake""","""Wesson oil,sugar,eggs,buttermilk,allspice,nuts,cake flour,soda,salt,cinnamon,nutmeg,prunes""","""www.cookbooks.com/Recipe-Details.aspx?id=698515"""
"""Douglas Chicken""","""chicken breasts,bacon,beef,sour cream,mushroom soup,sherry""","""www.cookbooks.com/Recipe-Details.aspx?id=297928"""
"""A Capella Chicken Enchilada(""Right On Key Even Without Accompaniment"")""","""onion,butter,cream of chicken soup,cream of mushroom soup,chicken broth,green chilies,chicken,corn tortillas,Longhorn cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=363856"""
"""Chocolate Trifle""","""brownie mix,regular,instant chocolate pudding,O""","""www.cookbooks.com/Recipe-Details.aspx?id=268026"""
"""Green Termater Pie""","""green tomatoes,brown sugar,cider vinegar,cinnamon,raisins,butter,salt,cloves,mace""","""www.cookbooks.com/Recipe-Details.aspx?id=1083485"""
"""Chess Cake""","""yellow cake mix,egg,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=612380"""
"""Venison Spiedies""","""garlic,salt,Italian dressing""","""www.cookbooks.com/Recipe-Details.aspx?id=279688"""
"""Microwave Cranberry Orange Relish""","""orange,sugar,fresh cranberries""","""www.cookbooks.com/Recipe-Details.aspx?id=622135"""
"""Better Than Sex Cake""","""eggs,water,yellow cake mix,sour cream,instant vanilla pudding,oil,chocolate bar,milk chocolate morsels""","""www.cookbooks.com/Recipe-Details.aspx?id=1001705"""
"""Watergate Salad""","""pistachio pudding,pecans,marshmallows,pineapple""","""www.cookbooks.com/Recipe-Details.aspx?id=256658"""
"""Pistachio Salad""","""instant pistachio pudding mix,milk,pineapple,marshmallows,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=51612"""
"""Shrimp Scampi""","""shrimp,butter,garlic,cornstarch,white wine""","""www.cookbooks.com/Recipe-Details.aspx?id=270750"""
"""Mostaccioli Con Formaggio(Baked Macaroni And Cheese)""","""mostaccioli,butter,onion,celery,garlic,tomato paste,water,basil,oregano,salt,pepper,Parmesan cheese,Ricotta""","""www.cookbooks.com/Recipe-Details.aspx?id=198776"""
"""Shoepeg Corn Casserole""","""corn,butter,cream cheese,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=26157"""
"""Tomato Gravy""","""bacon drippings,all-purpose,tomatoes,Worcestershire sauce,tomato juice,Tabasco sauce,Salt""","""www.cookbooks.com/Recipe-Details.aspx?id=153480"""
"""Can Opener Stew""","""ground beef,onion,vegetables,whole kernel corn,tomatoes,tomato sauce,vegetable beef soup,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=1017482"""
"""The Best Chicken""","""chicken breasts,butter,mushrooms,white wine""","""www.cookbooks.com/Recipe-Details.aspx?id=214976"""
"""Mandarin Orange Cake""","""yellow cake mix,mandarin oranges,oil,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=198960"""
"""Chicken Tonga""","""chicken breasts,apricot preserves,black pepper,dressing,onion soup""","""www.cookbooks.com/Recipe-Details.aspx?id=751493"""
"""Tossed Salad""","""head lettuce,tomatoes,carrots,cucumber,Cheddar cheese,broccoli,cauliflower""","""www.cookbooks.com/Recipe-Details.aspx?id=1083597"""
"""Upside-Down Pizza""","""hamburger,onion,green pepper,mushrooms,pepperoni,spaghetti sauce,Mozzarella,crescent rolls""","""www.cookbooks.com/Recipe-Details.aspx?id=890083"""
"""Linda'S Sweet Potato Pie""","""sugar,salt,cinnamon,nutmeg,ginger,eggs,sweet potatoes,milk,allspice,unbaked pie pastries""","""www.cookbooks.com/Recipe-Details.aspx?id=296157"""
"""Wedding Punch""","""pineapple juice,lime sherbet,vanilla ice cream,ginger ale""","""www.cookbooks.com/Recipe-Details.aspx?id=833220"""
"""Tropic Aroma Cake""","""shortening,sugar,eggs,milk,flour,baking powder,salt,cinnamon,nutmeg,cocoa""","""www.cookbooks.com/Recipe-Details.aspx?id=386275"""
"""Peach Crisp""","""peaches,flour,salt,sugar,cinnamon,butter,cream""","""www.cookbooks.com/Recipe-Details.aspx?id=676581"""
"""M.K.C.'S Potato Salad""","""cream cheese,pimientos,dill relish,mayonnaise,sour cream,purple onion,celery,lemon juice,white pepper,salt,fresh bacon,red potatoes,Swiss cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=599883"""
